registry_id,classification,evidence_quality,action_required,notes_summary,scan_date,review_complete
managed-returns,existing_validated,B,,Active platform feature — Managed Returns (parent: support). Consistent with current eBay functionality.,2026-04-29,yes
mark-as-shipped,existing_validated,B,,Active platform feature — Mark as Shipped (parent: order-management). Consistent with current eBay functionality.,2026-04-29,yes
markdown-manager,existing_legacy_validated,B,,Markdown Manager — retired pricing tool,2026-04-29,yes
marketing,existing_validated,A,,Structural hierarchy node — Marketing is valid taxonomy entry,2026-04-29,yes
matching-categories,existing_validated,B,,Active platform feature — Matching Categories (parent: search). Consistent with current eBay functionality.,2026-04-29,yes
maximum-bid,existing_validated,B,,Active platform feature — Maximum Bid (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
merchant-integration-platform,existing_validated,B,,Merchant Integration Platform (MIP) is eBay's developer/enterprise integration layer. Referenced in eBay developer docum,2026-04-29,yes
message-buyer,existing_validated,B,,Active platform feature — Message Buyer (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
message-center,existing_validated,A,,eBay Message Center — live,2026-04-29,yes
mission-fish-seller-account,existing_legacy_validated,A,,Mission Fish Seller Account — charity seller program retired 2015. Correctly marked legacy. renamedTo: donation-account.,2026-04-29,yes
mobile-analytics,existing_validated,B,,Active platform feature — Mobile Analytics (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
mobile-checkout,existing_validated,B,,Active platform feature — Mobile Checkout (parent: payments). Consistent with current eBay functionality.,2026-04-29,yes
mobile-deals,existing_validated,B,,Active platform feature — Mobile Deals (parent: ebay-deals). Consistent with current eBay functionality.,2026-04-29,yes
mobile-notifications,existing_validated,B,,Active platform feature — Mobile Notifications (parent: push-notifications). Consistent with current eBay functionality.,2026-04-29,yes
mobile-photo-editor,existing_validated,B,,Active platform feature — Mobile Photo Editor (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
mobile-quick-list,existing_validated,B,,Active platform feature — Mobile Quick List (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
mobile-responsive-template,existing_validated,B,,Active platform feature — Mobile-Responsive Template (parent: listing-designer). Consistent with current eBay functional,2026-04-29,yes
mobile-responsive-templates,existing_validated,B,,Active platform feature — Mobile Responsive Templates (parent: mobile-responsive-template). Consistent with current eBay,2026-04-29,yes
mobile-seller-hub,existing_validated,A,,Mobile Seller Hub — live,2026-04-29,yes
mobile-web,existing_validated,A,,eBay mobile web — live,2026-04-29,yes
money-back-guarantee,duplicate,B,verify; merge if same,"Likely duplicate of ebay-money-back-guarantee — same concept, two IDs",2026-04-29,yes
more-from-this-seller,existing_validated,B,,Active platform feature — More From This Seller (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
mothers-day-gifts,existing_validated,A,,Mother's Day campaign — seasonal,2026-04-29,yes
multi-variation-listing,existing_validated,B,,Active platform feature — Multi-Variation Listing (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
multi-variation-listings,existing_validated,B,,Active platform feature — Multi-Variation Listings (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
mutual-feedback-withdrawal,existing_validated,B,,Active platform feature — Mutual Feedback Withdrawal (parent: feedback). Consistent with current eBay functionality.,2026-04-29,yes
my-collection,existing_validated,A,,Collector portfolio feature — live in My eBay,2026-04-29,yes
my-ebay,existing_validated,A,,Core buyer/seller hub — live,2026-04-29,yes
my-ebay-summary,existing_validated,B,,Active platform feature — My eBay Summary (parent: my-ebay). Consistent with current eBay functionality.,2026-04-29,yes
my-garage,existing_validated,A,,Vehicle owner feature in Motors — live,2026-04-29,yes
mymix-fashion-campaign,existing_legacy_validated,A,,MYMIX Fashion Campaign — UK Spring/Summer 2012 campaign. Correctly marked legacy.,2026-04-29,yes
new-seller-journey,name_correction,B,Update canonical URL to export.ebay.com/en/nsj/; add note: scoped to international/export sellers (not domestic US Seller Hub); update parent to Export Academy umbrella if applicable,New Seller Journey LIVE at export.ebay.com/en/nsj/ — under the eBay Export platform (not domestic Seller Center). Applic,2026-04-29,yes
newly-listed,existing_validated,B,,Active platform feature — Newly Listed (parent: search). Consistent with current eBay functionality.,2026-04-29,yes
no-bids,existing_validated,B,,Active platform feature — No Bids (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
no-returns-accepted,existing_legacy_validated,B,,No Returns Accepted — policy option retired,2026-04-29,yes
notification-preferences,existing_validated,B,,Active platform feature — Notification Preferences (parent: notification-settings). Consistent with current eBay functio,2026-04-29,yes
notification-settings,existing_validated,B,,Active platform feature — Notification Settings (parent: account-settings). Consistent with current eBay functionality.,2026-04-29,yes
notifications,existing_validated,A,,Structural hierarchy node — Notifications is valid taxonomy entry,2026-04-29,yes
notify-me,existing_validated,B,,Active platform feature — Notify Me (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
number-of-bids,existing_validated,B,,Active platform feature — Number of Bids (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
offer-accepted,existing_validated,B,,Active platform feature — Offer Accepted (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
offer-declined,existing_validated,B,,Active platform feature — Offer Declined (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
offer-expires,existing_validated,B,,Active platform feature — Offer Expires (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
offer-history,existing_validated,B,,Active platform feature — Offer History (parent: best-offer). Consistent with current eBay functionality.,2026-04-29,yes
offer-sent,existing_validated,B,,Active platform feature — Offer Sent (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
offers-received,existing_validated,B,,Active platform feature — Offers Received (parent: best-offer). Consistent with current eBay functionality.,2026-04-29,yes
offers-sent,existing_validated,B,,Active platform feature — Offers Sent (parent: best-offer). Consistent with current eBay functionality.,2026-04-29,yes
offers-to-buyers,existing_validated,B,,Active platform feature — Offers to Buyers (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
offers-to-watchers,existing_validated,B,,Active platform feature — Offers to Watchers (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
offsite-ads,status_changed_renamed,A,Mark as renamed; renamedTo: promoted-offsite; effective_date: 2024-07-01,'Offsite Ads' was the old name for Promoted Offsite. Renamed to 'Promoted Offsite' in July 2024. CPC model for external ,2026-04-29,yes
offsite-ads-opt-out,existing_validated,B,,Active platform feature — Offsite Ads Opt Out (parent: offsite-ads). Consistent with current eBay functionality.,2026-04-29,yes
open-box,existing_validated,B,,Active platform feature — Open Box (parent: refurbished). Consistent with current eBay functionality.,2026-04-29,yes
order-details,existing_validated,B,,Active platform feature — Order Details (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
order-discounts,existing_validated,B,,Active platform feature — Order Discounts (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
order-management,existing_validated,A,,Structural hierarchy node — Order Management is valid taxonomy entry,2026-04-29,yes
order-report,existing_validated,B,,Active platform feature — Order Report (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
order-total,existing_validated,B,,Active platform feature — Order Total (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
order-updates,existing_validated,B,,Active platform feature — Order Updates (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
out-for-delivery,existing_validated,B,,Active platform feature — Out for Delivery (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
out-of-stock-control,existing_validated,B,,Active platform feature — Out of Stock Control (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
out-of-stock-listing,existing_validated,B,,Active platform feature — Out of Stock Listing (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
outbid-alert,existing_validated,B,,Active platform feature — Outbid Alert (parent: notifications). Consistent with current eBay functionality.,2026-04-29,yes
outbid-notice,existing_validated,B,,Active platform feature — Outbid Notice (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
outbid-notification,existing_validated,B,,Active platform feature — Outbid Notification (parent: outbid-alert). Consistent with current eBay functionality.,2026-04-29,yes
package-tracking,existing_validated,B,,Active platform feature — Package Tracking (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
page-views,existing_validated,B,,Active platform feature — Page Views (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
partial-refund,existing_validated,B,,Active platform feature — Partial Refund (parent: returns). Consistent with current eBay functionality.,2026-04-29,yes
parts-compatibility,existing_validated,A,,Parts & Accessories fitment — live,2026-04-29,yes
passkeys,existing_validated,B,,Active platform feature — Passkeys (parent: account-security). Consistent with current eBay functionality.,2026-04-29,yes
password-reset,existing_validated,B,,Active platform feature — Password Reset (parent: trust). Consistent with current eBay functionality.,2026-04-29,yes
pay-in-4,existing_validated,B,,Active platform feature — Pay in 4 (parent: payment). Consistent with current eBay functionality.,2026-04-29,yes
pay-now,existing_validated,B,,Active platform feature — Pay Now (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
payment,existing_validated,A,,Structural hierarchy node — Payment is valid taxonomy entry,2026-04-29,yes
payment-dispute,existing_validated,B,,Active platform feature — Payment Dispute (parent: payments). Consistent with current eBay functionality.,2026-04-29,yes
payment-failed,existing_validated,B,,Active platform feature — Payment Failed (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
payment-holds,existing_validated,B,,Active platform feature — Payment Holds (parent: payments). Consistent with current eBay functionality.,2026-04-29,yes
payment-pending,existing_validated,B,,Active platform feature — Payment Pending (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
payment-processing,existing_validated,B,,Active platform feature — Payment Processing (parent: payments). Consistent with current eBay functionality.,2026-04-29,yes
payment-received,existing_validated,B,,Active platform feature — Payment Received (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
payments,existing_validated,A,,Structural hierarchy node — Payments is valid taxonomy entry,2026-04-29,yes
payments-checkout,existing_validated,A,,Structural hierarchy node — Payments & Checkout is valid taxonomy entry,2026-04-29,yes
payout-schedule,existing_validated,B,,Active platform feature — Payout Schedule (parent: managed-payments). Consistent with current eBay functionality.,2026-04-29,yes
payouts-on-demand,existing_validated,B,,Active platform feature — Payouts on Demand (parent: payments). Consistent with current eBay functionality.,2026-04-29,yes
paypal,existing_legacy_validated,B,,PayPal — spun off from eBay 2015,2026-04-29,yes
paypal-checkout,existing_legacy_validated,B,,PayPal Checkout on eBay — replaced by Managed Payments,2026-04-29,yes
paypal-spinoff,existing_legacy_validated,A,,PayPal Spinoff — corporate separation 2015. Correctly marked legacy as a corporate event entry.,2026-04-29,yes
performance-dashboard,existing_validated,A,,Seller Hub performance dashboard — live,2026-04-29,yes
phone-support,existing_validated,B,,Active platform feature — Phone Support (parent: support). Consistent with current eBay functionality.,2026-04-29,yes
photo-background-removal,existing_validated,B,,Active platform feature — Photo Background Removal (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
photo-enhancement,existing_validated,B,,Active platform feature — Photo Enhancement (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
photo-requirements,existing_validated,A,,Legal/policy document — Photo Requirements maintained by eBay legal/compliance team,2026-04-29,yes
photo-tips,existing_validated,B,,Active platform feature — Photo Tips (parent: ebay-selling-app). Consistent with current eBay functionality.,2026-04-29,yes
photo-uploader,existing_validated,B,,Active platform feature — Photo Uploader (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
picture-manager,existing_legacy_validated,B,,Picture Manager — retired photo tool,2026-04-29,yes
picture-policy,existing_validated,A,,Legal/policy document — Picture Policy maintained by eBay legal/compliance team,2026-04-29,yes
picture-services,existing_validated,B,,Active platform feature — Picture Services (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
picture-zoom,existing_validated,B,,Active platform feature — Picture Zoom (parent: listing-designer). Consistent with current eBay functionality.,2026-04-29,yes
place-bid,existing_validated,B,,Active platform feature — Place Bid (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
positive-feedback-percentage,existing_validated,B,,Active platform feature — Positive Feedback Percentage (parent: feedback). Consistent with current eBay functionality.,2026-04-29,yes
powerseller,existing_legacy_validated,B,,"PowerSeller — retired, replaced by Top Rated Seller",2026-04-29,yes
pre-loved-fashion-week,existing_validated,A,,Pre-Loved Fashion Week event — live and recurring (CFDA/BFC co-branded),2026-04-29,yes
pre-loved-partner-program,existing_validated,A,,Pre-Loved Partner Program LIVE at ebay.com/sellercenter/selling/what-to-sell/pre-loved-partner-program. Seller badge pro,2026-04-29,yes
preloved-partner-program,duplicate,B,merge into pre-loved-partner-program,Duplicate of pre-loved-partner-program,2026-04-29,yes
premium-placement,existing_validated,A,,Premium Placement is a feature of Promoted Listings Priority (renamed from Promoted Listings Advanced July 2024) — exclu,2026-04-29,yes
price-alert,existing_validated,B,,Active platform feature — Price Alert (parent: shopping-updates). Consistent with current eBay functionality.,2026-04-29,yes
price-drop-alert,existing_validated,B,,Active platform feature — Price Drop Alert (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
price-drop-alerts,existing_validated,B,,Active platform feature — Price Drop Alerts (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
price-guide,existing_validated,B,,Active platform feature — Price Guide (parent: collectibles). Consistent with current eBay functionality.,2026-04-29,yes
price-plus-shipping-sort,existing_validated,B,,Active platform feature — Price + Shipping Sort (parent: search). Consistent with current eBay functionality.,2026-04-29,yes
price-range,existing_validated,B,,Active platform feature — Price Range (parent: search). Consistent with current eBay functionality.,2026-04-29,yes
price-range-filter,existing_validated,B,,Active platform feature — Price Range Filter (parent: search). Consistent with current eBay functionality.,2026-04-29,yes
price-suggestions,existing_validated,B,,Active platform feature — Price Suggestions (parent: pricing-tools). Consistent with current eBay functionality.,2026-04-29,yes
pricing-tools,existing_validated,A,,Structural hierarchy node — Pricing Tools is valid taxonomy entry,2026-04-29,yes
print-coupons,existing_validated,B,,Active platform feature — Print Coupons (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
print-label,existing_validated,B,,Active platform feature — Print Label (parent: print-shipping-label). Consistent with current eBay functionality.,2026-04-29,yes
print-shipping-label,existing_validated,B,,Active platform feature — Print Shipping Label (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
priority-campaign,existing_validated,A,,Promoted Listings Priority Campaign — live,2026-04-29,yes
privacy-policy,existing_validated,A,,Legal/policy document — Privacy Policy maintained by eBay legal/compliance team,2026-04-29,yes
private-listing,existing_validated,B,,Active platform feature — Private Listing (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
private-offers,existing_validated,B,,Active platform feature — Private Offers (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
pro-seller-program,existing_validated,B,,"Pro Seller Program (US) LIVE as of 2025. Free, invite-only, 10-week program with dedicated ProSeller Advisor (~6 meeting",2026-04-29,yes
pro-trader-program,name_correction,B,Clarify market scope for pro-trader-program node; UK version may need rename to 'Account Management Services'; DE version is 'Pro Trader Programme'. Consider splitting into market-specific nodes.,Pro Trader programs are live but named differently per market: UK = 'Account Management Services' (formerly 'Pro-Trader ,2026-04-29,yes
proceed-to-checkout,existing_validated,B,,Active platform feature — Proceed to Checkout (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
product-identifiers,existing_validated,B,,Active platform feature — Product Identifiers (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
product-research,existing_validated,A,,Product Research is the live Seller Hub feature (successor to Terapeak) found at seller-hub under Research section. Conf,2026-04-29,yes
product-reviews,existing_validated,B,,Active platform feature — Product Reviews (parent: feedback). Consistent with current eBay functionality.,2026-04-29,yes
product-video,existing_validated,B,,Active platform feature — Product Video (parent: listing-designer). Consistent with current eBay functionality.,2026-04-29,yes
prohibited-items-list,existing_validated,A,,Legal/policy document — Prohibited Items List maintained by eBay legal/compliance team,2026-04-29,yes
prohibited-restricted-items-by-country,existing_validated,A,,Legal/policy document — Prohibited & Restricted Items by Country maintained by eBay legal/compliance team,2026-04-29,yes
promote-similar-items,existing_validated,B,,Active platform feature — Promote Similar Items (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
promote-your-listing,existing_validated,B,,Active platform feature — Promote Your Listing (parent: promoted-listings). Consistent with current eBay functionality.,2026-04-29,yes
promoted-brand,false_positive,C,Remove from registry as false positive; no eBay advertising product by this name,"'Promoted Brand' does not exist as a named eBay advertising product. No public page, press release, or seller-facing doc",2026-04-29,yes
promoted-listings,existing_validated,A,,T1 advertising umbrella — live,2026-04-29,yes
promoted-listings-advanced,status_changed_renamed,A,update status: renamed; renamedTo: promoted-listings-priority,Promoted Listings Advanced (old name) — renamed to Promoted Listings Priority Summer 2024,2026-04-29,yes
promoted-listings-dashboard,existing_validated,B,,Active platform feature — Promoted Listings Dashboard (parent: promoted-listings). Consistent with current eBay function,2026-04-29,yes
promoted-listings-express,existing_legacy_validated,B,,Promoted Listings Express — retired advertising tier,2026-04-29,yes
promoted-listings-general,name_correction,A,update name to 'Promoted Listings General',ID says 'general' but display name shows 'Promoted Listings Standard' — correct name is 'Promoted Listings General' (ren,2026-04-29,yes
promoted-listings-priority,name_correction,A,update name to 'Promoted Listings Priority',ID says 'priority' but display name shows 'Promoted Listings Advanced' — correct name is 'Promoted Listings Priority' (r,2026-04-29,yes
promoted-listings-standard,status_changed_renamed,A,update status: renamed; renamedTo: promoted-listings-general,Promoted Listings Standard (old name) — renamed to Promoted Listings General Summer 2024,2026-04-29,yes
promoted-offsite,name_correction,A,Update name if still showing 'Offsite Ads'; confirm canonical_url to /sellercenter/growth/ebay-advertising/promoted-offsite; mark offsite-ads as renamed predecessor,Promoted Offsite LIVE at ebay.com/sellercenter/growth/ebay-advertising/promoted-offsite. Renamed from 'Offsite Ads' in J,2026-04-29,yes
promoted-stores,existing_validated,A,,Promoted Stores advertising product — live,2026-04-29,yes
promoted-stores-custom,existing_validated,B,,Promoted Stores Custom tier — live,2026-04-29,yes
promoted-to-international,existing_legacy_validated,B,,Promoted to International — retired cross-border feature,2026-04-29,yes
promotional-codes,existing_validated,B,,Active platform feature — Promotional Codes (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
promotional-credit,existing_validated,B,,Active platform feature — Promotional Credit (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
promotions-manager,status_changed_renamed,A,update status: renamed; renamedTo: seller-hub-discounts,Promotions Manager URL redirects to seller-hub-promotions; live page calls tool 'Seller Hub Discounts',2026-04-29,yes
proseller-growth-program,existing_validated,B,,ProSeller Growth Program — live,2026-04-29,yes
proxy-bidding,existing_validated,B,,Active platform feature — Proxy Bidding (parent: auction-format). Consistent with current eBay functionality.,2026-04-29,yes
purchase-history,existing_validated,B,,Active platform feature — Purchase History (parent: my-ebay). Consistent with current eBay functionality.,2026-04-29,yes
purchase-limits,existing_validated,B,,Active platform feature — Purchase Limits (parent: buyer-requirements). Consistent with current eBay functionality.,2026-04-29,yes
purchase-protection,existing_validated,C,,"'Purchase Protection' is confirmed as an internal umbrella category label, not a standalone branded program. The phrase ",2026-04-29,yes
push-notifications,existing_validated,B,,Active platform feature — Push Notifications (parent: notifications). Consistent with current eBay functionality.,2026-04-29,yes
quantity-available,existing_validated,B,,Active platform feature — Quantity Available (parent: inventory). Consistent with current eBay functionality.,2026-04-29,yes
quantity-limits,existing_validated,B,,Active platform feature — Quantity Limits (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
quantity-selector,existing_validated,B,,Active platform feature — Quantity Selector (parent: checkout). Consistent with current eBay functionality.,2026-04-29,yes
quick-listing-tool,existing_validated,B,,Active platform feature — Quick Listing Tool (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
real-time-notifications,existing_validated,B,,Active platform feature — Real-Time Notifications (parent: mobile-notifications). Consistent with current eBay functiona,2026-04-29,yes
real-time-tracking,existing_validated,B,,Active platform feature — Real-Time Tracking (parent: delivery-status). Consistent with current eBay functionality.,2026-04-29,yes
recently-viewed,existing_validated,B,,Active platform feature — Recently Viewed (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
refine-search,existing_validated,B,,Active platform feature — Refine Search (parent: search). Consistent with current eBay functionality.,2026-04-29,yes
refund-issued,existing_validated,B,,Active platform feature — Refund Issued (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
refurbished,existing_validated,A,,Structural hierarchy node — Refurbished is valid taxonomy entry,2026-04-29,yes
refurbished-open-box,existing_validated,A,,Structural hierarchy node — Refurbished & Open Box is valid taxonomy entry,2026-04-29,yes
regional,existing_validated,A,,Regional taxonomy umbrella — structural node,2026-04-29,yes
relist,existing_validated,B,,Active platform feature — Relist (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
relist-item,existing_validated,B,,Active platform feature — Relist Item (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
reply-to-feedback,existing_validated,B,,Active platform feature — Reply to Feedback (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
report-buyer,existing_validated,B,,Active platform feature — Report Buyer (parent: trust). Consistent with current eBay functionality.,2026-04-29,yes
report-this-item,existing_validated,B,,Active platform feature — Report This Item (parent: trust). Consistent with current eBay functionality.,2026-04-29,yes
request-feedback-revision,existing_validated,B,,Active platform feature — Request Feedback Revision (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
request-return,existing_validated,B,,Active platform feature — Request Return (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
request-total,existing_validated,B,,Active platform feature — Request Total (parent: checkout). Consistent with current eBay functionality.,2026-04-29,yes
reserve-met,existing_validated,B,,Active platform feature — Reserve Met (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
reserve-not-met,existing_validated,B,,Active platform feature — Reserve Not Met (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
reserve-price,existing_validated,B,,Active platform feature — Reserve Price (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
resolution-center,existing_legacy_validated,B,,"Resolution Center — retired, replaced by Issue Resolution Center",2026-04-29,yes
restocking-fee,existing_validated,B,,Active platform feature — Restocking Fee (parent: returns). Consistent with current eBay functionality.,2026-04-29,yes
return-approved,existing_validated,B,,Active platform feature — Return Approved (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
return-preferences,existing_validated,B,,Active platform feature — Return Preferences (parent: selling-preferences). Consistent with current eBay functionality.,2026-04-29,yes
return-received,existing_validated,B,,Active platform feature — Return Received (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
return-requested,existing_validated,B,,Active platform feature — Return Requested (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
return-shipped,existing_validated,B,,Active platform feature — Return Shipped (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
return-to-sender,existing_validated,B,,Active platform feature — Return to Sender (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
returns,existing_validated,A,,Structural hierarchy node — Returns is valid taxonomy entry,2026-04-29,yes
returns-accepted-filter,existing_validated,B,,Active platform feature — Returns Accepted Filter (parent: search). Consistent with current eBay functionality.,2026-04-29,yes
review-offer,existing_validated,B,,Active platform feature — Review Offer (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
review-offers,existing_validated,B,,Active platform feature — Review Offers (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
revise-listing,existing_validated,B,,Active platform feature — Revise Listing (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
rich-text-editor,existing_validated,B,,Active platform feature — Rich Text Editor (parent: visual-editor). Consistent with current eBay functionality.,2026-04-29,yes
royal-mail-tracked-24,existing_validated,B,,Active platform feature — Royal Mail Tracked 24 (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
safeharbor,existing_legacy_validated,A,,SafeHarbor — early fraud/dispute system 1999. Correctly marked legacy.,2026-04-29,yes
sale-events,existing_validated,B,,Active platform feature — Sale Events (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
sales-conversion-rate,existing_validated,B,,Active platform feature — Sales Conversion Rate (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
sales-events,existing_validated,B,,Active platform feature — Sales Events (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
sales-report,existing_validated,B,,Active platform feature — Sales Report (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
sales-reports,existing_validated,B,,Active platform feature — Sales Reports (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
sales-reports-plus,existing_validated,B,,Active platform feature — Sales Reports Plus (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
sales-tax-collection,existing_validated,A,,eBay sales tax collection in applicable US states — live,2026-04-29,yes
same-day-handling,existing_validated,B,,Active platform feature — Same-Day Handling (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
save-for-later,existing_validated,B,,Active platform feature — Save for Later (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
saved,existing_validated,B,,Active platform feature — Saved (parent: my-ebay). Consistent with current eBay functionality.,2026-04-29,yes
saved-drafts,existing_validated,B,,Active platform feature — Saved Drafts (parent: drafts). Consistent with current eBay functionality.,2026-04-29,yes
saved-payment-methods,existing_validated,B,,Active platform feature — Saved Payment Methods (parent: payments). Consistent with current eBay functionality.,2026-04-29,yes
saved-searches,existing_validated,A,,Core buyer feature — live,2026-04-29,yes
saved-seller,existing_validated,B,,Active platform feature — Saved Seller (parent: saved-sellers). Consistent with current eBay functionality.,2026-04-29,yes
saved-sellers,existing_validated,A,,Core buyer feature — live,2026-04-29,yes
schedule-listing,existing_validated,B,,Active platform feature — Schedule Listing (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
schedule-start-time,existing_validated,B,,Active platform feature — Schedule Start Time (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
scheduled-listing,existing_validated,B,,Active platform feature — Scheduled Listing (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
scheduled-listings,existing_validated,B,,Active platform feature — Scheduled Listings (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
search,existing_validated,A,,Structural hierarchy node — Search is valid taxonomy entry,2026-04-29,yes
search-filters,existing_validated,B,,Active platform feature — Search Filters (parent: search). Consistent with current eBay functionality.,2026-04-29,yes
search-standing-dashboard,existing_validated,B,,Active platform feature — Search Standing Dashboard (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
seasonal-seller-standards,existing_validated,A,,Seasonal performance standard adjustments — live policy,2026-04-29,yes
second-chance-offer,existing_validated,A,,Auction follow-on offer — live,2026-04-29,yes
secure-checkout,existing_validated,B,,Active platform feature — Secure Checkout (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
self-hosted-images,existing_validated,B,,Active platform feature — Self-Hosted Images (parent: listing-designer). Consistent with current eBay functionality.,2026-04-29,yes
sell-similar,existing_validated,B,,Active platform feature — Sell Similar (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
sell-through-rate,existing_validated,B,,Active platform feature — Sell-Through Rate (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
seller-centre,existing_validated,B,,Non-US Seller Centre (British spelling) — valid regional name,2026-04-29,yes
seller-clinics,name_correction,A,"Confirm as distinct program from eBay Academy (not a replacement); add canonical URL; correct parent: should be community/growth, not Internal Tools",Seller Clinics is LIVE and DISTINCT from eBay Academy. Launched Oct 2024. One-on-one 45-min phone consultations with eBa,2026-04-29,yes
seller-community,existing_validated,A,,Seller community forums — live,2026-04-29,yes
seller-coupon,existing_validated,B,,Active platform feature — Seller Coupon (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
seller-help,existing_validated,A,,Seller Help — live,2026-04-29,yes
seller-hub,existing_validated,A,,Core seller platform — live,2026-04-29,yes
seller-hub-reports,existing_validated,B,,Active platform feature — Seller Hub Reports (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
seller-hub-tasks,existing_validated,B,,Active platform feature — Seller Hub Tasks (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
